174.254.208.247 - yipit [24/Mar/2012:06:41:09 +0000]  "GET /v1/deals?key=s5ynGuEDzz7msDkP&division=fresno&tag=massage%2Cfacial%2Cmanicure-pedicure%2Ctanning%2Chair-salon%2Chair-removal%2Cspa%2Cteeth-whitening%2Ceye-vision%2Cmakeup%2Cdental%2Cchiropractic%2Cdermatology&limit=20&offset=20 HTTP/1.1" 200 255 "-" "Yipit/2.4 CFNetwork/485.12.30 Darwin/10.4.0" 0.131 0.131 .
207.86.141.10 - yipit [24/Mar/2012:06:41:15 +0000]  "GET /sentry/jsapi/?sort=date&level=40&logger=&op=poll HTTP/1.1" 200 2081 "http://admin.yipit.com/sentry/?sort=date&level=40&logger=" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:11.0) Gecko/20100101 Firefox/11.0" 0.059 0.059 .
50.28.26.55 - - [24/Mar/2012:06:41:15 +0000]  "GET /v1/deals/?key=P5xxUChcwZuDvA7L&radius=50&lat=38.951582&lon=-101.231794 HTTP/1.1" 200 201 "-" "-" 0.475 0.475 .
63.223.110.52 - - [24/Mar/2012:06:41:15 +0000]  "GET /san-jose/plum-district/14-for-28-worth-of-tickets-to-the-historic-sf-wax-museum/frame/?subid1=web HTTP/1.1" 200 2659 "http://yipit.com/ajax/deal_json/34/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; InfoPath.3; .NET4.0E; .NET CLR 1.1.4322)" 0.027 0.027 .
66.249.71.194 - - [24/Mar/2012:06:41:15 +0000]  "GET /aff/click/?subid1=web&key=F38tgRdb&deal=kvsc8hLS HTTP/1.1" 301 0 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 0.045 0.045 .
50.16.103.212 - - [24/Mar/2012:06:41:16 +0000]  "GET /v1/deals/?key=mBeLacBTtLrBdS89&division=dallas&limit=5000 HTTP/1.1" 200 188062 "-" "-" 8.473 8.473 .
64.131.216.17 - - [24/Mar/2012:06:41:16 +0000]  "GET /brooklyn/ HTTP/1.1" 404 2822 "http://yipit.com/brooklyn/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.83 Safari/535.11" 0.044 0.044 .
50.28.26.55 - - [24/Mar/2012:06:41:16 +0000]  "GET /v1/deals/?key=P5xxUChcwZuDvA7L&radius=50&lat=37.514478&lon=-98.684386 HTTP/1.1" 200 200 "-" "-" 0.383 0.383 .
76.94.232.169 - - [24/Mar/2012:06:41:16 +0000]  "GET /ajax/done_calculating/ HTTP/1.1" 200 55 "http://yipit.com/los-angeles/categories/restaurants/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.83 Safari/535.11" 0.042 0.042 .
- - - [24/Mar/2012:06:41:16 +0000]  "-" 400 0 "-" "-" 0.000 - .
180.76.5.188 - - [24/Mar/2012:06:41:16 +0000]  "GET /detroit/groupon/teen-gentlemans-european-or-signature-facial-at-touch-of-europe-spa-in-west-bloomfield-up-to-55-off/ HTTP/1.1" 301 0 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" 0.058 0.058 .
67.160.249.249 - - [24/Mar/2012:06:41:16 +0000]  "GET /social/connect/?fid= HTTP/1.1" 302 0 "http://yipit.com/social/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:12.0) Gecko/20100101 Firefox/12.0" 0.042 0.042 .
183.82.97.2 - - [24/Mar/2012:06:41:17 +0000]  "GET /ajax/done_calculating/ HTTP/1.1" 200 55 "http://yipit.com/nation/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.79 Safari/535.11" 0.027 0.027 .
- - - [24/Mar/2012:06:41:17 +0000]  "-" 400 0 "-" "-" 0.000 - .
173.255.213.127 - - [24/Mar/2012:06:41:17 +0000]  "GET /aff/click/?subid1=web&amp;key=F38tgRdb&amp;deal=MypsMUw4 HTTP/1.1" 302 0 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.1) Gecko/2006120418 Firefox/2.0.0.1" 0.048 0.048 .
63.223.110.52 - - [24/Mar/2012:06:41:17 +0000]  "GET /san-jose/all/?ajax=true&page=4&sort=-recent HTTP/1.1" 200 33 "http://yipit.com/san-jose/all/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; InfoPath.3; .NET4.0E; .NET CLR 1.1.4322)" 0.027 0.027 .
91.217.58.50 - - [24/Mar/2012:06:41:17 +0000]  "GET /ajax/done_calculating/ HTTP/1.1" 200 55 "http://yipit.com/nation/categories/home/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.83 Safari/535.11" 0.028 0.028 .
72.10.49.23 - - [24/Mar/2012:06:41:17 +0000]  "GET /v1/deals/?key=vLrdBm2WbmB3zQYh&division=charlotte&limit=500 HTTP/1.1" 200 82871 "-" "-" 2.969 2.969 .
66.249.71.194 - - [24/Mar/2012:06:41:17 +0000]  "GET /aff/click/?deal=rK2uNRAE&key=6MfxVBDc HTTP/1.1" 301 0 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 0.038 0.038 .
180.76.5.67 - - [24/Mar/2012:06:41:17 +0000]  "GET /detroit/ HTTP/1.1" 200 8380 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" 0.753 0.753 .
76.94.232.169 - - [24/Mar/2012:06:41:18 +0000]  "GET /ajax/done_calculating/ HTTP/1.1" 200 55 "http://yipit.com/los-angeles/categories/restaurants/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.83 Safari/535.11" 0.022 0.022 .
50.28.26.55 - - [24/Mar/2012:06:41:18 +0000]  "GET /v1/deals/?key=P5xxUChcwZuDvA7L&radius=50&lat=38.545913&lon=-96.276044 HTTP/1.1" 200 200 "-" "-" 0.307 0.307 .
207.86.141.10 - yipit [24/Mar/2012:06:41:18 +0000]  "GET /sentry/jsapi/?sort=date&level=40&logger=&op=poll HTTP/1.1" 200 2081 "http://admin.yipit.com/sentry/?sort=date&level=40&logger=" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:11.0) Gecko/20100101 Firefox/11.0" 0.055 0.055 .
183.82.97.2 - - [24/Mar/2012:06:41:18 +0000]  "GET /ajax/done_calculating/ HTTP/1.1" 200 55 "http://yipit.com/nation/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.79 Safari/535.11" 0.024 0.024 .
66.249.71.194 - - [24/Mar/2012:06:41:18 +0000]  "GET /aff/click/?deal=rGGbesqf&key=Ft9VRhub HTTP/1.1" 301 0 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 0.035 0.035 .
173.255.213.127 - - [24/Mar/2012:06:41:19 +0000]  "GET /detroit/groupon/12-for-25-worth-of-italian-fare-at-ciao-amicis-in-brighton-1/ HTTP/1.1" 200 43704 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.1) Gecko/2006120418 Firefox/2.0.0.1" 0.948 0.948 .
173.255.213.127 - - [24/Mar/2012:06:41:19 +0000]  "GET /aff/click/?subid1=web&amp;key=F38tgRdb&amp;deal=DQGNEsnm HTTP/1.1" 302 0 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.1) Gecko/2006120418 Firefox/2.0.0.1" 0.045 0.045 .
76.94.232.169 - - [24/Mar/2012:06:41:19 +0000]  "GET /ajax/done_calculating/ HTTP/1.1" 200 55 "http://yipit.com/los-angeles/categories/restaurants/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.83 Safari/535.11" 0.024 0.024 .
50.57.147.166 - - [24/Mar/2012:06:41:19 +0000]  "HEAD /aff/click/?deal=zJvZhVy9&key=FaUfF9Pn HTTP/1.1" 302 0 "-" "-" 0.046 0.046 .
183.82.97.2 - - [24/Mar/2012:06:41:20 +0000]  "GET /ajax/done_calculating/ HTTP/1.1" 200 55 "http://yipit.com/nation/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.79 Safari/535.11" 0.029 0.029 .
199.180.137.2 - - [24/Mar/2012:06:41:20 +0000]  "GET /los-angeles/categories/activities-adventures/?ajax=true HTTP/1.1" 200 6044 "http://yipit.com/los-angeles/categories/dining-nightlife/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0.1) Gecko/20100101 Firefox/8.0.1" 1.658 1.658 .
50.28.26.55 - - [24/Mar/2012:06:41:21 +0000]  "GET /v1/deals/?key=P5xxUChcwZuDvA7L&radius=50&lat=42.380846&lon=-113.612916 HTTP/1.1" 200 201 "-" "-" 1.237 1.237 .
50.28.26.55 - - [24/Mar/2012:06:41:21 +0000]  "GET /v1/deals/?key=P5xxUChcwZuDvA7L&radius=50&lat=36.151085&lon=-88.801712 HTTP/1.1" 200 1624 "-" "-" 0.887 0.887 .
76.94.232.169 - - [24/Mar/2012:06:41:21 +0000]  "GET /ajax/done_calculating/ HTTP/1.1" 200 55 "http://yipit.com/los-angeles/categories/restaurants/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.83 Safari/535.11" 0.023 0.023 .
207.86.141.10 - yipit [24/Mar/2012:06:41:21 +0000]  "GET /sentry/jsapi/?sort=date&level=40&logger=&op=poll HTTP/1.1" 200 2081 "http://admin.yipit.com/sentry/?sort=date&level=40&logger=" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:11.0) Gecko/20100101 Firefox/11.0" 0.058 0.058 .
64.131.216.17 - - [24/Mar/2012:06:41:21 +0000]  "GET / HTTP/1.1" 302 0 "http://yipit.com/brooklyn/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.83 Safari/535.11" 0.055 0.055 .
64.131.216.17 - - [24/Mar/2012:06:41:21 +0000]  "GET /brooklyn/ HTTP/1.1" 404 2823 "http://yipit.com/brooklyn/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.83 Safari/535.11" 0.049 0.049 .
173.255.213.127 - - [24/Mar/2012:06:41:22 +0000]  "GET /detroit/google-offers/20-for-40-toward-salon-spa-services/ HTTP/1.1" 200 40767 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.1) Gecko/2006120418 Firefox/2.0.0.1" 0.835 0.835 .
66.249.71.194 - - [24/Mar/2012:06:41:22 +0000]  "GET /business/emanuels-salon/ HTTP/1.1" 200 9076 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 1.289 1.289 .
173.255.213.127 - - [24/Mar/2012:06:41:22 +0000]  "GET /aff/click/?subid1=web&amp;key=F38tgRdb&amp;deal=3SHvY8y3 HTTP/1.1" 302 0 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.1) Gecko/2006120418 Firefox/2.0.0.1" 0.045 0.045 .
183.82.97.2 - - [24/Mar/2012:06:41:23 +0000]  "GET /ajax/done_calculating/ HTTP/1.1" 200 55 "http://yipit.com/nation/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.79 Safari/535.11" 0.024 0.024 .
209.200.43.84 - - [24/Mar/2012:06:41:23 +0000]  "GET /v1/deals/?key=hsNvapEBSU863rZA&paid=1&radius=20&lat=45.4804&lon=-122.836&limit=50 HTTP/1.1" 200 115 "-" "-" 0.015 0.015 .
66.249.71.194 - - [24/Mar/2012:06:41:23 +0000]  "GET /indianapolis/plum-district/69-for-a-lumilift-facial-treatment-from-seasons-light-therapy-a-300-value/ HTTP/1.1" 200 8506 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 0.877 0.877 .
66.249.71.194 - - [24/Mar/2012:06:41:23 +0000]  "GET /aff/click/?deal=TSmv8sbk&key=cFpZTv83 HTTP/1.1" 302 0 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 0.037 0.037 .
173.255.213.127 - - [24/Mar/2012:06:41:23 +0000]  "GET /detroit/living-social/two-30-minute-music-lessons-4/ HTTP/1.1" 200 40289 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.1) Gecko/2006120418 Firefox/2.0.0.1" 0.637 0.637 .
209.200.43.85 - - [24/Mar/2012:06:41:24 +0000]  "GET /v1/deals/?key=hsNvapEBSU863rZA&paid=1&radius=20&lat=29.5288&lon=-95.5252&limit=50 HTTP/1.1" 200 115 "-" "-" 0.015 0.015 .
23.21.193.77 - - [24/Mar/2012:06:41:24 +0000]  "GET /lexington/deal_directory/ HTTP/1.1" 301 0 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 0.021 0.021 .
23.21.193.77 - - [24/Mar/2012:06:41:24 +0000]  "GET /lexington/ HTTP/1.1" 302 0 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 0.035 0.035 .
23.21.193.77 - - [24/Mar/2012:06:41:24 +0000]  "GET / HTTP/1.1" 200 16817 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 0.031 0.031 .
50.57.147.166 - - [24/Mar/2012:06:41:24 +0000]  "HEAD /aff/click/?deal=akGNzw3y&key=F38tgRdb HTTP/1.1" 302 0 "-" "-" 0.064 0.064 .
91.217.58.50 - - [24/Mar/2012:06:41:24 +0000]  "GET /ajax/done_calculating/ HTTP/1.1" 200 55 "http://yipit.com/nation/categories/home/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.83 Safari/535.11" 0.026 0.026 .
66.249.71.194 - - [24/Mar/2012:06:41:25 +0000]  "GET /aff/click/?deal=uLcyAKBe&key=YDzYdrqs HTTP/1.1" 301 0 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 0.054 0.054 .
173.255.213.127 - - [24/Mar/2012:06:41:25 +0000]  "GET /detroit/living-social/one-all-day-admission-to-african-safari-experience-5/ HTTP/1.1" 200 44437 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.1) Gecko/2006120418 Firefox/2.0.0.1" 0.782 0.782 .
66.249.71.194 - - [24/Mar/2012:06:41:25 +0000]  "GET /aff/click/?subid1=web&key=F38tgRdb&deal=TSmv8sbk HTTP/1.1" 302 0 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 0.040 0.040 .
50.57.121.254 - - [24/Mar/2012:06:41:25 +0000]  "GET /toronto/living-deal/10-for-a-digital-download-of-the-new-name-your-tune-volume-1-or-volume-2-customized-childrens-song-compilation-from-name-your-tune-20-value-3/?bp_ad=1 HTTP/1.1" 200 8619 "http://yipit.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.220 Safari/535.1" 1.888 1.888 .
